,type,sex,buy
1498,ham,0,0
1499,ham,0,0
1500,spam,0,0
1501,ham,0,0
1502,spam,0,0
1503,ham,0,0
1504,ham,0,0
1505,ham,0,0
1506,ham,0,0
1507,spam,0,0
1508,ham,0,0
1509,ham,0,0
1510,ham,0,0
1511,ham,0,0
1512,ham,0,0
1513,ham,0,0
1514,ham,0,0
1515,ham,0,0
1516,ham,0,0
1517,ham,0,0
1518,spam,0,0
1519,ham,0,0
1520,ham,0,0
1521,spam,0,0
1522,ham,0,0
1523,ham,0,0
1524,ham,0,0
1525,ham,0,0
1526,ham,0,0
1527,ham,0,0
1528,ham,0,0
1529,ham,0,0
1530,ham,0,0
1531,ham,0,0
1532,ham,0,0
1533,ham,0,0
1534,ham,0,0
1535,ham,0,0
1536,spam,0,0
1537,ham,0,0
1538,ham,0,0
1539,ham,0,0
1540,ham,0,0
1541,ham,0,0
1542,ham,0,0
1543,ham,0,0
1544,spam,0,0
1545,ham,0,0
1546,ham,0,0
1547,ham,0,0
1548,ham,0,2
1549,ham,0,0
1550,ham,0,0
1551,ham,0,0
1552,ham,0,0
1553,ham,0,0
1554,ham,0,0
1555,ham,0,0
1556,ham,0,0
1557,ham,0,0
1558,ham,0,0
1559,ham,0,0
1560,ham,0,0
1561,ham,0,0
1562,ham,0,0
1563,ham,0,0
1564,ham,0,0
1565,ham,0,0
1566,ham,0,0
1567,ham,0,0
1568,ham,0,0
1569,ham,0,0
1570,ham,0,0
1571,ham,0,1
1572,ham,0,0
1573,spam,0,0
1574,spam,0,0
1575,ham,0,0
1576,ham,0,0
1577,ham,0,0
1578,ham,0,0
1579,ham,0,0
1580,ham,0,0
1581,ham,0,0
1582,ham,0,0
1583,ham,0,0
1584,ham,0,0
1585,ham,0,0
1586,ham,0,0
1587,ham,0,0
1588,ham,0,0
1589,ham,0,0
1590,ham,0,0
1591,ham,0,0
1592,ham,0,0
1593,ham,0,0
1594,spam,0,0
1595,ham,0,0
1596,ham,0,0
1597,spam,0,0
1598,spam,0,0
1599,ham,0,0
1600,ham,0,0
1601,ham,0,0
1602,ham,0,0
1603,ham,0,0
1604,ham,0,0
1605,ham,0,0
1606,ham,0,0
1607,ham,0,0
1608,ham,0,0
1609,ham,0,0
1610,ham,0,0
1611,ham,0,0
1612,ham,0,0
1613,spam,0,0
1614,ham,0,0
1615,ham,0,0
1616,ham,0,0
1617,ham,0,0
1618,ham,0,0
1619,ham,0,0
1620,ham,0,0
1621,ham,0,0
1622,ham,0,0
1623,spam,0,0
1624,ham,0,0
1625,spam,0,0
1626,ham,0,0
1627,ham,0,0
1628,spam,0,0
1629,ham,0,0
1630,ham,0,0
1631,ham,0,0
1632,ham,0,0
1633,ham,0,0
1634,ham,0,0
1635,spam,0,0
1636,ham,0,0
1637,ham,0,0
1638,spam,0,0
1639,ham,0,0
1640,spam,0,0
1641,ham,0,0
1642,ham,0,0
1643,ham,0,0
1644,ham,0,0
1645,ham,0,0
1646,ham,0,0
1647,ham,0,0
1648,ham,0,0
1649,ham,0,0
1650,ham,0,0
1651,ham,0,0
1652,ham,0,0
1653,spam,0,0
1654,ham,0,1
1655,ham,0,0
1656,ham,0,0
1657,ham,0,0
1658,ham,0,0
1659,spam,0,0
1660,ham,0,0
1661,ham,0,0
1662,ham,0,0
1663,spam,0,0
1664,ham,0,0
1665,ham,0,0
1666,ham,0,0
1667,ham,0,0
1668,ham,0,0
1669,ham,0,0
1670,ham,0,0
1671,ham,0,0
1672,ham,0,0
1673,spam,0,0
1674,spam,0,0
1675,ham,0,0
1676,ham,0,0
1677,ham,0,0
1678,ham,0,0
1679,ham,0,0
1680,ham,0,0
1681,ham,0,0
1682,ham,0,0
1683,ham,0,0
1684,ham,0,0
1685,ham,0,0
1686,ham,0,0
1687,spam,0,0
1688,spam,0,0
1689,ham,0,0
1690,ham,0,0
1691,spam,0,0
1692,ham,0,0
1693,ham,0,0
1694,ham,0,0
1695,ham,0,0
1696,ham,0,0
1697,ham,0,0
1698,ham,0,0
1699,spam,0,0
1700,ham,0,0
1701,ham,0,0
1702,ham,0,0
1703,ham,0,0
1704,ham,0,0
1705,ham,0,0
1706,ham,0,0
1707,ham,0,0
1708,ham,0,0
1709,ham,0,0
1710,ham,0,0
1711,ham,0,0
1712,ham,0,0
1713,ham,0,0
1714,spam,0,0
1715,ham,0,0
1716,ham,0,0
1717,ham,0,0
1718,spam,0,0
1719,ham,0,0
1720,ham,0,0
1721,ham,0,0
1722,ham,0,0
1723,ham,0,0
1724,ham,0,0
1725,ham,0,0
1726,ham,0,0
1727,ham,0,0
1728,ham,0,0
1729,ham,0,0
1730,ham,0,0
1731,ham,0,0
1732,ham,0,0
1733,ham,0,0
1734,spam,0,0
1735,ham,0,0
1736,ham,0,0
1737,ham,0,0
1738,ham,0,0
1739,ham,0,0
1740,ham,0,0
1741,spam,0,0
1742,ham,0,0
1743,ham,0,0
1744,ham,0,0
1745,spam,0,0
1746,ham,0,0
1747,ham,0,0
1748,ham,0,0
1749,ham,0,0
1750,ham,0,0
1751,ham,0,0
1752,ham,0,0
1753,ham,0,0
1754,ham,0,0
1755,ham,0,0
1756,ham,0,0
1757,ham,0,0
1758,ham,0,0
1759,ham,0,0
1760,ham,0,0
1761,ham,0,0
1762,ham,0,0
1763,ham,0,0
1764,ham,0,0
1765,spam,0,0
1766,ham,0,0
1767,spam,0,0
1768,ham,0,0
1769,ham,0,0
1770,ham,0,0
1771,ham,0,0
1772,ham,0,0
1773,ham,1,0
1774,ham,0,0
1775,ham,0,0
1776,ham,0,0
1777,spam,0,0
1778,spam,0,0
1779,ham,0,0
1780,spam,0,0
1781,spam,0,0
1782,ham,0,0
1783,ham,0,0
1784,ham,0,0
1785,ham,0,0
1786,ham,0,0
1787,ham,0,0
1788,ham,0,0
1789,ham,0,0
1790,ham,0,0
1791,ham,0,0
1792,ham,0,0
1793,spam,0,0
1794,ham,0,0
1795,ham,0,0
1796,ham,0,0
1797,ham,0,0
1798,ham,0,0
1799,ham,0,0
1800,ham,0,0
1801,ham,0,0
1802,ham,0,0
1803,ham,0,0
1804,ham,0,0
1805,ham,0,0
1806,ham,0,0
1807,spam,0,0
1808,ham,0,0
1809,ham,0,0
1810,ham,0,0
1811,ham,0,0
1812,ham,0,0
1813,ham,0,0
1814,ham,0,0
1815,ham,0,0
1816,ham,0,0
1817,ham,0,0
1818,ham,0,0
1819,ham,0,0
1820,ham,0,0
1821,ham,0,0
1822,ham,0,0
1823,ham,0,0
1824,ham,0,0
1825,ham,0,0
1826,ham,0,0
1827,ham,0,0
1828,ham,0,0
1829,ham,0,0
1830,spam,0,0
1831,ham,0,0
1832,ham,0,0
1833,ham,0,0
1834,ham,0,0
1835,ham,0,0
1836,ham,0,0
1837,ham,0,0
1838,ham,0,0
1839,spam,0,0
1840,ham,0,0
1841,ham,0,0
1842,ham,0,0
1843,ham,0,0
1844,ham,0,0
1845,ham,0,0
1846,ham,0,0
1847,ham,0,0
1848,spam,0,0
1849,ham,0,0
1850,ham,0,0
1851,ham,0,0
1852,ham,0,0
1853,spam,0,0
1854,ham,0,0
1855,ham,0,0
1856,ham,0,0
1857,ham,0,0
1858,ham,0,0
1859,ham,0,0
1860,ham,0,0
1861,ham,0,0
1862,ham,0,0
1863,ham,0,0
1864,ham,0,0
1865,ham,0,0
1866,ham,0,0
1867,ham,0,1
1868,ham,0,0
1869,ham,0,0
1870,ham,0,0
1871,ham,0,0
1872,ham,0,0
1873,ham,0,0
1874,spam,0,0
1875,spam,0,0
1876,spam,0,0
1877,ham,0,0
1878,ham,0,0
1879,ham,0,0
1880,spam,0,0
1881,ham,0,0
1882,ham,0,0
1883,ham,0,0
1884,ham,0,0
1885,ham,0,0
1886,ham,0,0
1887,spam,0,0
1888,spam,0,0
1889,ham,0,0
1890,ham,0,0
1891,ham,0,0
1892,ham,0,0
1893,spam,0,0
1894,ham,0,0
1895,spam,0,0
1896,ham,0,0
1897,ham,0,0
1898,ham,0,0
1899,ham,0,0
1900,ham,0,0
1901,ham,0,0
1902,ham,0,0
1903,ham,0,0
1904,spam,0,0
1905,ham,0,0
1906,ham,0,0
1907,ham,0,0
1908,ham,0,0
1909,ham,0,0
1910,ham,0,0
1911,ham,0,0
1912,ham,0,0
1913,ham,0,0
1914,ham,0,0
1915,spam,0,0
1916,ham,0,0
1917,ham,0,0
1918,ham,0,0
1919,ham,0,0
1920,ham,0,0
1921,ham,0,0
1922,ham,0,0
1923,ham,0,0
1924,ham,0,0
1925,ham,0,0
1926,ham,0,0
1927,ham,0,0
1928,ham,0,0
1929,spam,0,0
1930,spam,0,0
1931,ham,0,0
1932,ham,0,0
1933,ham,0,0
1934,ham,0,0
1935,ham,0,0
1936,ham,0,0
1937,ham,0,0
1938,ham,0,0
1939,ham,0,0
1940,spam,0,0
1941,ham,0,0
1942,spam,0,0
1943,ham,0,0
1944,ham,0,0
1945,ham,0,0
1946,ham,0,0
1947,ham,0,0
1948,ham,0,0
1949,ham,0,0
1950,ham,0,0
1951,ham,0,0
1952,ham,0,0
1953,ham,0,0
1954,ham,0,0
1955,ham,0,0
1956,ham,0,0
1957,ham,0,0
1958,ham,0,0
1959,ham,0,0
1960,ham,0,0
1961,spam,1,0
1962,ham,0,0
1963,spam,0,0
1964,ham,0,0
1965,ham,0,0
1966,ham,0,0
1967,ham,0,0
1968,ham,0,0
1969,ham,0,0
1970,spam,0,0
1971,ham,0,0
1972,ham,0,0
1973,ham,0,0
1974,ham,0,0
1975,ham,0,0
1976,ham,0,0
1977,ham,0,0
1978,spam,0,0
1979,ham,0,0
1980,ham,0,0
1981,ham,0,0
1982,ham,0,0
1983,ham,0,0
1984,ham,0,1
1985,spam,0,0
1986,ham,0,0
1987,ham,0,0
1988,ham,0,0
1989,ham,0,0
1990,ham,0,0
1991,ham,0,0
1992,ham,0,0
1993,spam,0,0
1994,ham,0,0
1995,ham,0,0
1996,ham,0,0
1997,ham,0,0
1998,ham,0,0
1999,ham,0,0
2000,ham,0,0
2001,ham,0,0
2002,ham,0,0
2003,spam,0,0
2004,ham,0,0
2005,ham,0,0
2006,ham,0,0
2007,ham,0,0
2008,ham,0,0
2009,ham,0,0
2010,ham,0,1
2011,ham,0,0
2012,ham,0,0
2013,ham,0,0
2014,spam,0,0
2015,ham,0,0
2016,ham,0,0
2017,ham,0,0
2018,ham,0,0
2019,ham,0,0
2020,ham,0,0
2021,ham,0,0
2022,ham,0,0
2023,spam,0,0
2024,ham,0,0
2025,ham,0,0
2026,ham,0,0
2027,ham,0,0
2028,ham,0,0
2029,ham,0,0
2030,ham,0,0
2031,ham,0,0
2032,ham,0,0
2033,ham,0,0
2034,ham,0,0
2035,ham,0,0
2036,ham,0,0
2037,ham,0,0
2038,ham,0,0
2039,ham,0,0
2040,ham,0,1
2041,ham,0,0
2042,ham,0,0
2043,ham,0,0
2044,spam,0,0
2045,ham,0,0
2046,ham,0,0
2047,ham,0,0
2048,ham,0,0
2049,ham,0,0
2050,ham,0,0
2051,ham,0,0
2052,ham,0,0
2053,spam,0,0
2054,ham,0,0
2055,ham,0,0
2056,ham,0,0
2057,ham,0,0
2058,ham,0,0
2059,ham,0,0
2060,ham,0,0
2061,ham,0,0
2062,ham,0,0
2063,ham,0,0
2064,spam,0,0
2065,ham,0,0
2066,ham,0,0
2067,ham,0,0
2068,ham,0,0
2069,ham,0,0
2070,spam,0,0
2071,spam,0,0
2072,ham,0,0
2073,ham,0,0
2074,spam,0,0
2075,ham,0,0
2076,ham,0,0
2077,ham,0,0
2078,ham,0,0
2079,spam,0,0
2080,ham,0,0
2081,ham,0,0
2082,ham,0,0
2083,ham,0,0
2084,ham,0,0
2085,ham,0,0
2086,ham,0,0
2087,ham,0,0
2088,ham,0,0
2089,spam,0,0
2090,ham,0,0
2091,ham,0,0
2092,ham,0,0
2093,ham,0,0
2094,spam,0,0
2095,spam,0,0
2096,ham,0,0
2097,ham,0,0
2098,ham,0,0
2099,ham,0,0
2100,spam,0,0
2101,ham,0,0
2102,ham,0,0
2103,ham,0,0
2104,ham,0,0
2105,ham,0,0
2106,ham,0,0
2107,ham,0,0
2108,ham,0,0
2109,spam,1,0
2110,ham,0,0
2111,ham,0,0
2112,ham,0,0
2113,spam,0,0
2114,ham,0,0
2115,spam,0,0
2116,ham,0,0
2117,ham,0,0
2118,ham,0,0
2119,spam,0,0
2120,ham,0,0
2121,ham,0,0
2122,ham,0,0
2123,ham,0,0
2124,spam,0,0
2125,ham,0,0
2126,ham,0,0
2127,ham,0,0
2128,ham,0,0
2129,ham,0,0
2130,ham,0,0
2131,ham,0,0
2132,ham,0,0
2133,spam,0,0
2134,ham,0,0
2135,ham,0,0
2136,ham,0,0
2137,ham,0,0
2138,ham,0,0
2139,ham,0,0
2140,ham,0,0
2141,ham,0,0
2142,ham,0,0
2143,ham,0,0
2144,ham,0,0
2145,spam,0,0
2146,spam,0,0
2147,ham,0,0
2148,ham,0,0
2149,ham,0,0
2150,ham,0,0
2151,ham,0,0
2152,ham,0,0
2153,ham,0,0
2154,ham,0,1
2155,ham,0,0
2156,ham,0,0
2157,ham,0,0
2158,ham,1,0
2159,ham,0,0
2160,spam,0,0
2161,ham,0,0
2162,ham,0,0
2163,ham,0,0
2164,ham,0,0
2165,ham,0,0
2166,ham,0,0
2167,ham,0,0
2168,ham,0,0
2169,ham,0,0
2170,spam,0,0
2171,ham,0,0
2172,ham,0,0
2173,ham,0,0
2174,ham,0,0
2175,ham,0,0
2176,ham,0,0
2177,ham,0,0
2178,ham,0,0
2179,ham,0,0
2180,ham,0,0
2181,ham,0,0
2182,ham,0,0
2183,ham,0,0
2184,ham,0,0
2185,ham,0,0
2186,ham,0,0
2187,ham,0,0
2188,ham,0,0
2189,spam,0,0
2190,ham,0,0
2191,ham,0,0
2192,ham,0,0
2193,ham,0,0
2194,ham,0,0
2195,ham,0,0
2196,ham,0,0
2197,ham,0,0
2198,ham,0,0
2199,ham,0,0
2200,ham,0,0
2201,ham,0,0
2202,ham,0,0
2203,ham,0,0
2204,ham,0,0
2205,ham,0,0
2206,ham,0,0
2207,spam,0,0
2208,ham,0,1
2209,spam,0,0
2210,ham,0,0
2211,ham,0,0
2212,ham,0,0
2213,ham,0,0
2214,ham,0,0
2215,ham,0,0
2216,ham,0,0
2217,ham,0,1
2218,ham,0,0
2219,ham,0,0
2220,spam,0,0
2221,ham,0,0
2222,ham,0,0
2223,ham,0,0
2224,spam,0,0
2225,ham,0,0
2226,ham,0,0
2227,ham,0,0
2228,ham,0,0
2229,ham,0,0
2230,ham,0,0
2231,ham,0,0
2232,ham,0,0
2233,ham,0,0
2234,ham,0,0
2235,ham,0,0
2236,ham,0,0
2237,ham,0,0
2238,ham,0,0
2239,ham,0,0
2240,ham,0,0
2241,ham,0,0
2242,ham,0,1
2243,ham,0,0
2244,ham,0,0
2245,ham,0,0
2246,ham,0,0
2247,spam,0,0
2248,spam,1,0
2249,ham,0,0
2250,spam,0,0
2251,ham,0,0
2252,ham,0,0
2253,ham,0,0
2254,ham,0,0
2255,ham,0,0
2256,ham,0,0
2257,ham,0,0
2258,ham,0,0
2259,ham,0,0
2260,ham,0,0
2261,spam,0,0
2262,ham,0,0
2263,ham,0,0
2264,spam,0,0
2265,ham,0,0
2266,ham,0,0
2267,spam,0,0
2268,ham,0,0
2269,spam,0,0
2270,ham,0,0
2271,ham,0,0
2272,ham,0,0
2273,ham,0,0
2274,ham,0,0
2275,ham,0,0
2276,ham,0,0
2277,ham,0,0
2278,ham,0,0
2279,ham,0,0
2280,ham,0,0
2281,ham,0,0
2282,ham,0,0
2283,ham,0,0
2284,ham,0,0
2285,ham,0,0
2286,ham,0,0
2287,ham,0,0
2288,ham,0,0
2289,ham,0,0
2290,spam,0,0
2291,ham,0,0
2292,ham,0,0
2293,ham,0,0
2294,ham,0,0
2295,spam,0,0
2296,ham,0,0
2297,spam,0,0
2298,ham,0,0
2299,ham,0,0
2300,spam,0,0
2301,ham,0,1
2302,ham,0,0
2303,ham,0,0
2304,ham,0,0
2305,ham,0,0
2306,ham,0,0
2307,ham,0,0
2308,spam,0,0
2309,spam,0,0
2310,ham,0,0
2311,spam,0,0
2312,spam,0,0
2313,spam,0,0
2314,ham,0,0
2315,ham,0,0
2316,ham,0,0
2317,ham,0,0
2318,ham,0,0
2319,ham,0,0
2320,ham,0,0
2321,ham,0,0
2322,ham,0,0
2323,ham,0,0
2324,ham,0,0
2325,ham,0,0
2326,ham,0,0
2327,ham,0,0
2328,spam,0,0
2329,ham,0,0
2330,ham,0,1
2331,ham,0,0
2332,ham,0,0
2333,ham,0,0
2334,ham,0,0
2335,ham,0,0
2336,ham,0,0
2337,ham,0,0
2338,ham,0,0
2339,ham,0,0
2340,ham,0,0
2341,ham,0,0
2342,ham,0,0
2343,spam,0,0
2344,ham,0,0
2345,ham,0,0
2346,ham,0,0
2347,ham,0,0
2348,ham,0,0
2349,ham,0,0
2350,ham,0,0
2351,ham,0,0
2352,spam,0,0
2353,ham,0,0
2354,spam,0,0
2355,ham,0,0
2356,ham,0,0
2357,ham,0,0
2358,ham,0,0
2359,ham,0,0
2360,spam,0,0
2361,ham,0,0
2362,ham,0,0
2363,ham,0,0
2364,spam,0,0
2365,ham,0,0
2366,ham,0,0
2367,spam,0,0
2368,ham,0,0
2369,ham,0,0
2370,ham,0,0
2371,ham,0,0
2372,ham,0,0
2373,ham,0,0
2374,spam,0,0
2375,ham,0,0
2376,ham,0,0
2377,ham,0,0
2378,spam,0,0
2379,ham,0,0
2380,ham,0,0
2381,ham,0,0
2382,ham,0,0
2383,ham,0,0
2384,ham,0,0
2385,ham,0,0
2386,spam,0,0
2387,ham,0,0
2388,ham,0,0
2389,ham,0,0
2390,ham,0,0
2391,ham,0,0
2392,ham,0,0
2393,ham,0,0
2394,ham,0,0
2395,ham,0,0
2396,ham,0,0
2397,ham,0,0
2398,ham,0,0
2399,ham,0,0
2400,ham,0,0
2401,ham,0,0
2402,spam,1,0
2403,ham,0,0
2404,ham,0,0
2405,ham,0,0
2406,ham,0,0
2407,ham,0,0
2408,ham,0,0
2409,ham,0,0
2410,ham,0,0
2411,ham,0,0
2412,ham,0,0
2413,spam,0,0
2414,ham,0,0
2415,ham,0,0
2416,ham,0,0
2417,ham,0,0
2418,ham,0,0
2419,ham,0,0
2420,spam,0,0
2421,ham,0,0
2422,ham,0,0
2423,ham,0,0
2424,ham,0,0
2425,ham,0,0
2426,ham,0,0
2427,spam,0,0
2428,ham,0,0
2429,ham,0,0
2430,spam,0,0
2431,ham,0,0
2432,ham,0,0
2433,ham,0,0
2434,ham,0,0
2435,ham,0,0
2436,ham,0,0
2437,ham,0,0
2438,spam,0,0
2439,ham,0,0
2440,ham,0,0
2441,ham,0,0
2442,ham,0,0
2443,ham,0,0
2444,ham,0,0
2445,ham,0,0
2446,ham,0,0
2447,ham,0,0
2448,ham,0,0
2449,ham,0,0
2450,ham,0,0
2451,ham,0,0
2452,ham,0,0
2453,ham,0,0
2454,ham,0,0
2455,ham,0,0
2456,ham,0,0
2457,ham,0,0
2458,ham,0,0
2459,ham,0,0
2460,ham,0,0
2461,ham,0,0
2462,ham,0,0
2463,ham,0,0
2464,ham,0,0
2465,ham,0,0
2466,ham,0,0
2467,ham,0,0
2468,ham,0,0
2469,ham,0,0
2470,ham,0,0
2471,ham,0,0
2472,ham,0,0
2473,spam,0,0
2474,ham,0,0
2475,ham,0,0
2476,ham,0,0
2477,ham,0,0
2478,ham,0,0
2479,ham,0,0
2480,spam,0,0
2481,spam,0,0
2482,ham,0,0
2483,ham,0,0
2484,ham,0,0
2485,ham,0,0
2486,ham,0,0
2487,ham,0,0
2488,ham,0,0
2489,ham,0,0
2490,ham,0,0
2491,ham,0,0
2492,ham,0,0
2493,ham,0,0
2494,ham,0,0
2495,ham,0,0
2496,spam,0,0
2497,ham,0,0
2498,ham,0,0
2499,ham,0,0
2500,ham,0,0
2501,ham,0,0
2502,ham,0,0
2503,ham,0,0
2504,ham,0,0
2505,ham,0,0
2506,ham,0,0
2507,ham,0,0
2508,ham,0,0
2509,ham,0,0
2510,ham,0,0
2511,ham,0,0
2512,ham,0,0
2513,ham,0,0
2514,spam,0,0
2515,ham,0,0
2516,ham,0,0
2517,ham,0,0
2518,ham,0,0
2519,ham,0,0
2520,ham,0,0
2521,ham,0,0
2522,ham,0,0
2523,ham,0,0
2524,ham,0,0
2525,spam,0,0
2526,ham,0,0
2527,ham,0,0
2528,ham,0,0
2529,ham,0,0
2530,ham,0,0
2531,ham,0,0
2532,ham,0,0
2533,ham,0,0
2534,ham,0,0
2535,ham,0,0
2536,ham,0,0
2537,ham,0,0
2538,ham,0,0
2539,ham,0,0
2540,ham,0,0
2541,ham,0,0
2542,ham,0,0
2543,ham,0,0
2544,ham,0,0
2545,ham,0,0
2546,ham,0,0
2547,ham,0,0
2548,spam,0,0
2549,ham,0,0
2550,ham,0,0
2551,ham,0,0
2552,ham,0,0
2553,ham,0,0
2554,ham,0,0
2555,ham,0,0
2556,spam,0,0
2557,ham,0,0
2558,spam,0,0
2559,ham,0,0
2560,ham,0,0
2561,ham,0,0
2562,ham,0,0
2563,ham,0,0
2564,ham,0,0
2565,ham,0,0
2566,ham,0,0
2567,ham,0,0
2568,ham,0,0
2569,ham,0,0
2570,ham,0,0
2571,ham,0,0
2572,ham,0,0
2573,ham,0,0
2574,spam,0,0
2575,spam,0,0
2576,ham,0,0
2577,ham,0,0
2578,ham,0,0
2579,ham,0,0
2580,ham,0,0
2581,spam,0,0
2582,ham,0,0
2583,spam,0,0
2584,ham,0,0
2585,ham,0,0
2586,ham,0,0
2587,ham,0,0
2588,ham,0,0
2589,ham,0,0
2590,spam,1,0
2591,ham,0,0
2592,ham,0,0
2593,ham,0,0
2594,ham,0,0
2595,ham,0,0
2596,spam,0,0
2597,ham,0,0
2598,ham,0,0
2599,ham,0,0
2600,ham,0,0
2601,ham,0,0
2602,ham,0,0
2603,ham,0,0
2604,ham,0,0
2605,ham,0,0
2606,ham,0,0
2607,ham,0,0
2608,ham,0,0
2609,ham,0,0
2610,ham,0,0
2611,ham,0,0
2612,spam,0,0
2613,ham,0,0
2614,ham,0,0
2615,ham,0,0
2616,ham,0,0
2617,ham,0,0
2618,ham,0,0
2619,ham,0,0
2620,spam,0,0
2621,ham,0,0
2622,ham,0,0
2623,ham,0,0
2624,ham,0,0
2625,ham,0,0
2626,spam,0,0
2627,ham,0,0
2628,ham,0,0
2629,ham,0,0
2630,ham,0,0
2631,ham,0,0
2632,spam,0,0
2633,ham,0,0
2634,ham,0,0
2635,ham,0,0
2636,ham,0,0
2637,ham,0,0
2638,ham,0,0
2639,ham,0,0
2640,ham,0,0
2641,ham,0,0
2642,spam,0,0
2643,ham,0,0
2644,ham,0,0
2645,ham,0,0
2646,ham,0,0
2647,ham,0,0
2648,ham,0,0
2649,ham,0,0
2650,ham,0,0
2651,ham,0,0
2652,ham,0,0
2653,ham,0,0
2654,ham,0,0
2655,ham,0,0
2656,ham,0,0
2657,ham,0,0
2658,ham,0,0
2659,ham,0,0
2660,ham,0,0
2661,ham,0,0
2662,ham,0,0
2663,spam,1,0
2664,spam,0,0
2665,ham,0,0
2666,ham,0,0
2667,ham,0,0
2668,ham,0,0
2669,spam,0,0
2670,spam,0,0
2671,ham,0,0
2672,ham,0,0
2673,ham,0,0
2674,ham,0,0
2675,ham,0,0
2676,ham,0,0
2677,ham,0,0
2678,ham,0,0
2679,ham,0,0
2680,spam,0,0
2681,ham,0,0
2682,ham,0,0
2683,ham,0,0
2684,ham,0,0
2685,ham,0,0
2686,spam,0,0
2687,ham,0,0
2688,ham,0,0
2689,ham,0,0
2690,ham,0,0
2691,spam,0,0
2692,ham,0,0
2693,spam,0,0
2694,ham,0,0
2695,ham,1,0
2696,ham,0,0
2697,ham,0,0
2698,ham,0,0
2699,spam,0,0
2700,ham,0,0
2701,ham,0,0
2702,ham,0,0
2703,ham,0,0
2704,ham,0,0
2705,spam,0,0
2706,ham,0,0
2707,ham,0,0
2708,spam,0,0
2709,ham,0,0
2710,ham,0,0
2711,spam,0,0
2712,ham,0,0
2713,ham,0,0
2714,ham,0,0
2715,ham,0,0
2716,ham,0,0
2717,ham,0,0
2718,ham,0,0
2719,spam,0,0
2720,ham,0,2
2721,ham,0,0
2722,ham,0,0
2723,ham,0,0
2724,ham,0,0
2725,ham,0,0
2726,ham,0,0
2727,ham,0,0
2728,ham,0,0
2729,spam,0,0
2730,spam,0,0
2731,ham,0,0
2732,ham,0,0
2733,ham,0,0
2734,ham,0,0
2735,ham,0,0
2736,ham,0,0
2737,ham,0,0
2738,ham,0,0
2739,ham,0,0
2740,ham,0,0
2741,ham,0,0
2742,spam,0,0
2743,ham,0,0
2744,ham,0,0
2745,ham,0,0
2746,ham,0,0
2747,ham,0,0
2748,ham,0,0
2749,ham,0,0
2750,ham,0,0
2751,ham,0,0
2752,ham,0,0
2753,ham,0,0
2754,ham,0,0
2755,ham,0,0
2756,ham,0,0
2757,ham,0,0
2758,ham,0,0
2759,ham,0,0
2760,ham,0,0
2761,ham,0,0
2762,ham,0,0
2763,ham,0,0
2764,ham,0,0
2765,ham,0,0
2766,ham,0,0
2767,spam,0,0
2768,ham,0,0
2769,ham,0,0
2770,spam,0,0
2771,ham,0,0
2772,ham,0,0
2773,ham,0,0
2774,spam,0,0
2775,ham,0,0
2776,ham,0,0
2777,ham,0,0
2778,ham,0,0
2779,spam,0,0
2780,ham,0,0
2781,ham,0,0
2782,ham,0,0
2783,ham,0,0
2784,ham,0,0
2785,ham,0,0
2786,ham,0,0
2787,ham,0,0
2788,ham,0,0
2789,ham,0,1
2790,ham,0,0
2791,spam,0,0
2792,ham,0,0
2793,ham,0,0
2794,ham,0,0
2795,ham,0,0
2796,ham,0,0
2797,ham,0,0
2798,ham,0,0
2799,ham,0,0
2800,ham,0,0
2801,ham,0,0
2802,ham,0,0
2803,ham,0,0
2804,spam,0,0
2805,ham,0,0
2806,ham,0,0
2807,ham,0,0
2808,spam,0,0
2809,ham,0,0
2810,ham,0,0
2811,ham,0,0
2812,ham,0,0
2813,ham,0,0
2814,ham,0,0
2815,ham,0,0
2816,ham,0,0
2817,ham,0,0
2818,spam,0,0
2819,ham,0,0
2820,ham,0,0
2821,spam,0,0
2822,ham,0,0
2823,spam,0,0
2824,ham,0,0
2825,ham,0,1
2826,spam,0,0
2827,ham,0,0
2828,ham,0,0
2829,ham,0,0
2830,spam,0,0
2831,ham,0,0
2832,ham,0,0
2833,ham,0,0
2834,spam,0,0
2835,ham,0,0
2836,ham,0,0
2837,ham,0,0
2838,ham,0,0
2839,ham,0,0
2840,ham,0,0
2841,ham,0,0
2842,ham,0,0
2843,ham,0,0
2844,ham,0,0
2845,ham,0,0
2846,ham,0,0
2847,ham,0,0
2848,spam,0,0
2849,ham,1,0
2850,spam,0,0
2851,ham,0,0
2852,ham,0,0
2853,ham,0,0
2854,ham,0,0
2855,ham,0,0
2856,ham,0,0
2857,ham,0,0
2858,ham,0,0
2859,ham,0,0
2860,ham,0,0
2861,ham,0,0
2862,ham,0,0
2863,spam,0,0
2864,ham,0,0
2865,ham,0,0
2866,ham,0,0
2867,ham,0,0
2868,ham,0,0
2869,ham,0,0
2870,ham,0,0
2871,spam,0,0
2872,ham,0,0
2873,ham,0,0
2874,ham,0,0
2875,ham,0,0
2876,ham,0,0
2877,ham,0,0
2878,ham,0,0
2879,spam,0,0
2880,ham,0,0
2881,spam,0,0
2882,ham,0,0
2883,ham,0,0
2884,ham,0,0
2885,ham,0,0
2886,ham,0,0
2887,ham,0,0
2888,ham,0,0
2889,ham,0,0
2890,ham,0,0
2891,ham,0,0
2892,ham,0,0
2893,ham,0,0
2894,ham,0,0
2895,ham,0,0
2896,ham,0,0
